IP,Definition,Unit,structure_tautological,structure_explanatory,structure_no_response,qualifier_attempt,qualifier_no_attempt,victim_first_person,victim_second_person,victim_generic,victim_entity,adversary_generic,adversary_specific,action_impersonation,action_steal_data,action_disclose_data,action_data_loss,action_blackmail,action_deceit,action_public_cyberbullying,action_private_cyberbullying,action_harassment,action_discrimination,action_other_cyberbullying,action_hack,action_ddos,action_misc,motivation_accidental,motivation_financial_gain,motivation_impersonation,motivation_blackmail,motivation_information_gain ,motivation_destructive,motivation_other,technical_details_lock,technical_details_encrypt,technical_details_publish,technical_details_reputation,technical_details_facebook,technical_details_twitter,technical_details_instagram,technical_details_misc,technical_details_personal_identifiers,technical_details_financial_data,technical_details_classified_data,impact_reputation,impact_mental_anguish,impact_therapy,impact_legal_cost,impact_notification_costs,impact_misc,frequency_cyber _attack,frequency_cyberbullying,frequency_cyber_extortion,frequency_identity_theft ,frequency_online_fraud  ,frequency_data_breach  ,cost_usd_cyber_attack,cost_usd_cyberbullying,cost_usd_cyber_extortion,cost_usd_identity_theft ,cost_usd_online_fraud  ,cost_usd_data_breach  ,cost_gbp_cyberbullying  ,cost_gbp_cyber_extortion,cost_gbp_identity_theft ,cost_gbp_online_fraud  ,cost_gbp_data_breach  ,cost_gbp_cyber_attack,cost_adjusted_cyberbullying  ,cost_adjusted_cyber_extortion,cost_adjusted_identity_theft ,cost_adjusted_online_fraud  ,cost_adjusted_data_breach  ,cost_adjusted_cyber_attack,insurance_travel,insurance_health,insurance_home,insurance_car,insurance_life,cybercrime_coverage
137.44.157.8,Cyberbullying,"Using the internet, primarily through social media, to bully someone.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Occasionally / Once in 10 years,Close to never,Close to never,Close to never,Rarely / Once in 50 years,Occasionally / Once in 10 years,0,0,0,0,0,0,0,18099,9155,17817,6549,6408,0,23528.7,11901.5,23162.1,8513.7,8330.4,Yes,No,No,Yes,No,No
80.47.241.39,Cyberbullying,"Harassment of someone using online platforms such as social media, email, etc.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rarely / Once in 50 years,Usually / Every year,Rarely / Once in 50 years,Sometimes / Once in 5 years,Occasionally / Once in 10 years,Occasionally / Once in 10 years,0,0,0,0,0,0,10634,31761,40000,45000,30000,50000,13824.2,41289.3,52000,58500,39000,65000,Yes,No,No,Yes,No,Do not know
90.210.130.55,Cyberbullying,threatening to blackmail someone online,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Frequently / Once in 2 years,Close to never,Close to never,Sometimes / Once in 5 years,Frequently / Once in 2 years,Close to never,0,0,0,0,0,0,0,493,1549,2958,915,1056,0,640.9,2013.7,3845.4,1189.5,1372.8,Yes,No,Yes,No,No,No
81.154.211.28,Cyberbullying,verbal abuse by someone online such as through a social media platform like Facebook.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Occasionally / Once in 10 years,Rarely / Once in 50 years,Occasionally / Once in 10 years,Sometimes / Once in 5 years,Sometimes / Once in 5 years,Occasionally / Once in 10 years,0,0,0,0,0,0,10141,13169,16479,24014,28944,29507,13183.3,17119.7,21422.7,31218.2,37627.2,38359.1,Yes,No,Yes,Yes,No,No
81.140.202.202,Cyberbullying,"Bullying that takes place online, especially on social media platforms like Facebook or Twitter, usually directed at someone the bully doesnÃ¢â‚¬â„¢t know in real life.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sometimes / Once in 5 years,Rarely / Once in 50 years,Close to never,Occasionally / Once in 10 years,Frequently / Once in 2 years,Frequently / Once in 2 years,0,0,0,0,0,0,4162,15005,15279,19880,20044,20099,5410.6,19506.5,19862.7,25844,26057.2,26128.7,No,No,Yes,Yes,No,Do not know
151.225.3.197,Cyberbullying,bullyng someone on line,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Occasionally / Once in 10 years,Close to never,Rarely / Once in 50 years,Rarely / Once in 50 years,Rarely / Once in 50 years,0,0,0,0,0,0,70,4366,50000,50000,50000,27606,91,5675.8,65000,65000,65000,35887.8,Yes,No,Yes,Yes,Yes,No
92.40.168.102,Cyberbullying,Bullying online,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Sometimes / Once in 5 years,Close to never,Close to never,Close to never,Frequently / Once in 2 years,0,0,0,0,0,0,0,0,25008,10513,5236,11780,0,0,32510.4,13666.9,6806.8,15314,Yes,No,No,Yes,Yes,No
90.215.175.234,Cyberbullying,"Bullying someone online, encompassing trolling & racism",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Frequently / Once in 2 years,Usually / Every year,Sometimes / Once in 5 years,Rarely / Once in 50 years,Frequently / Once in 2 years,Frequently / Once in 2 years,0,0,0,0,0,0,2028,20127,24986,9915,5056,4915,2636.4,26165.1,32481.8,12889.5,6572.8,6389.5,Yes,No,Yes,Yes,No,No
86.6.139.135,Cyberbullying,"Sending abusive messages or materials through online means, often through social media, gaming chats etc",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Occasionally / Once in 10 years,Close to never,Rarely / Once in 50 years,Occasionally / Once in 10 years,Sometimes / Once in 5 years,0,0,0,0,0,0,0,10000,10000,5000,5000,10070,0,13000,13000,6500,6500,13091,Yes,No,Yes,Yes,Yes,No
82.3.7.27,Cyberbullying,Picking/bullying someone while hiding behind the internet,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rarely / Once in 50 years,Rarely / Once in 50 years,Rarely / Once in 50 years,Sometimes / Once in 5 years,Occasionally / Once in 10 years,Occasionally / Once in 10 years,0,0,0,0,0,0,9547,20055,20055,30151,20467,47596,12411.1,26071.5,26071.5,39196.3,26607.1,61874.8,Yes,No,Yes,Yes,No,Do not know
90.196.20.180,Cyberbullying,When people use online platforms like social media to bully individuals,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Close to never,Close to never,Close to never,Close to never,Rarely / Once in 50 years,0,0,0,0,0,0,896,50000,28806,27612,896,28358,1164.8,65000,37447.8,35895.6,1164.8,36865.4,Yes,Yes,No,No,No,No
90.243.206.172,Cyberbullying,Using hate speech and harassing someone online or via telephone,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Close to never,Close to never,Sometimes / Once in 5 years,Sometimes / Once in 5 years,Sometimes / Once in 5 years,0,0,0,0,0,0,0,0,9648,9366,0,0,0,0,12542.4,12175.8,0,0,No,Yes,No,No,No,No
94.11.134.237,Cyberbullying,"Bullying from online postings in social media. Trolling or hurtful comments,",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Frequently / Once in 2 years,Usually / Every year,Occasionally / Once in 10 years,Sometimes / Once in 5 years,Frequently / Once in 2 years,Usually / Every year,0,0,0,0,0,0,2129,3434,50000,50000,27129,40041,2767.7,4464.2,65000,65000,35267.7,52053.3,Yes,No,Yes,Yes,Yes,Do not know
213.31.123.167,Cyberbullying,"Where someone targets someone else on facebook/instagram or such websites and perhaps posts negative comments on their posts, creates new accounts after being blocked, spreads around misinformation about said person",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Occasionally / Once in 10 years,Occasionally / Once in 10 years,Rarely / Once in 50 years,Occasionally / Once in 10 years,Occasionally / Once in 10 years,Frequently / Once in 2 years,0,0,0,0,0,0,0,1056,5000,5070,1056,4718,0,1372.8,6500,6591,1372.8,6133.4,No,No,No,Yes,No,No
90.216.252.246,Cyberbullying,"A continued attack on somebody online. This can be through words, pictures, etc. It can be direct e.g. messages to the person, or indirect, e.g. Tweets about the person.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Occasionally / Once in 10 years,Sometimes / Once in 5 years,Rarely / Once in 50 years,Rarely / Once in 50 years,Occasionally / Once in 10 years,Occasionally / Once in 10 years,0,0,0,0,0,0,690,10127,19986,9000,2380,19704,897,13165.1,25981.8,11700,3094,25615.2,Yes,No,Yes,Yes,Yes,No
82.25.118.124,Cyberbullying,Using social media to bully or be racist/sexist/ageist against you,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sometimes / Once in 5 years,Frequently / Once in 2 years,Occasionally / Once in 10 years,Occasionally / Once in 10 years,Rarely / Once in 50 years,Sometimes / Once in 5 years,0,0,0,0,0,0,0,822,19906,10610,5047,1737,0,1068.6,25877.8,13793,6561.1,2258.1,No,No,No,Yes,Yes,No
86.7.240.26,Cyberbullying,When people abuse and intimidate you online.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Frequently / Once in 2 years,Usually / Every year,Rarely / Once in 50 years,Occasionally / Once in 10 years,Frequently / Once in 2 years,Frequently / Once in 2 years,0,0,0,0,0,0,493,5000,5141,2254,10282,10000,640.9,6500,6683.3,2930.2,13366.6,13000,Yes,No,No,Yes,No,No
86.149.143.89,Cyberbullying,Bullying someone online,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Close to never,Close to never,Close to never,Close to never,Close to never,0,0,0,0,0,0,1442,2473,4602,4121,412,962,1874.6,3214.9,5982.6,5357.3,535.6,1250.6,No,No,Yes,Yes,No,No
86.137.161.105,Cyberbullying,Accounts of abuse towards a person or account via online platforms and communications,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rarely / Once in 50 years,Usually / Every year,Close to never,Sometimes / Once in 5 years,Frequently / Once in 2 years,Occasionally / Once in 10 years,0,0,0,0,0,0,0,50000,50000,50000,50000,40070,0,65000,65000,65000,65000,52091,Yes,No,Yes,No,No,No
90.204.208.147,Cyberbullying,Harassing or abusing somebody using technology platforms,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Occasionally / Once in 10 years,Occasionally / Once in 10 years,Occasionally / Once in 10 years,Sometimes / Once in 5 years,Frequently / Once in 2 years,Usually / Every year,0,0,0,0,0,0,0,2042,10070,10282,0,10352,0,2654.6,13091,13366.6,0,13457.6,Yes,No,Yes,Yes,Yes,Do not know
2.99.211.91,Cyberbullying,Using communications divides such as Snapchat to victimise an individual or group.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Close to never,Close to never,Close to never,Close to never,Rarely / Once in 50 years,0,0,0,0,0,0,0,0,20582,21115,21022,0,0,0,26756.6,27449.5,27328.6,0,No,No,Yes,Yes,Yes,No
81.145.53.158,Cyberbullying,Someone attacking you online while hiding behind the anonymity of a computer,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rarely / Once in 50 years,Usually / Every year,Rarely / Once in 50 years,Occasionally / Once in 10 years,Occasionally / Once in 10 years,Rarely / Once in 50 years,0,0,0,0,0,0,5000,5000,10000,5000,5000,5000,6500,6500,13000,6500,6500,6500,Yes,Yes,Yes,Yes,Yes,Do not know
150.143.184.215,Cyberbullying,someone that chooses to bully another person through the internet/ via a chat room/ socials etc.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Close to never,Close to never,Occasionally / Once in 10 years,Occasionally / Once in 10 years,Sometimes / Once in 5 years,0,0,0,0,0,0,0,0,8099,8028,0,0,0,0,10528.7,10436.4,0,0,Yes,Yes,No,Yes,Yes,No
86.17.231.226,Cyberbullying,being bullied on line via social media or messages,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Frequently / Once in 2 years,Occasionally / Once in 10 years,Occasionally / Once in 10 years,Sometimes / Once in 5 years,Sometimes / Once in 5 years,Sometimes / Once in 5 years,0,0,0,0,0,0,0,493,352,3028,211,493,0,640.9,457.6,3936.4,274.3,640.9,Yes,Yes,Yes,Yes,Yes,No
77.100.161.165,Cyberbullying,Sending harmful messages to or about somebody over the internet,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rarely / Once in 50 years,Rarely / Once in 50 years,Rarely / Once in 50 years,Sometimes / Once in 5 years,Sometimes / Once in 5 years,Occasionally / Once in 10 years,0,0,0,0,0,0,2282,0,10016,40110,21364,2536,2966.6,0,13020.8,52143,27773.2,3296.8,Yes,Yes,Yes,Yes,Yes,No
81.104.146.235,Cyberbullying,someone is bullied on social media by others writing comments about them or sending nasty comments or threats to them,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rarely / Once in 50 years,Sometimes / Once in 5 years,Close to never,Rarely / Once in 50 years,Sometimes / Once in 5 years,Rarely / Once in 50 years,0,0,0,0,0,0,0,5056,1324,1324,479,408,0,6572.8,1721.2,1721.2,622.7,530.4,Yes,No,Yes,No,Yes,Do not know
92.10.246.116,Cyberbullying,Typically an entity or individual that bullies others on online forums or social media.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Occasionally / Once in 10 years,Rarely / Once in 50 years,Rarely / Once in 50 years,Occasionally / Once in 10 years,Occasionally / Once in 10 years,0,0,0,0,0,0,0,10000,10000,10000,0,10000,0,13000,13000,13000,0,13000,No,No,Yes,No,No,No
85.255.237.15,Cyberbullying,Where online media is used to harass and denigrate an individual,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Close to never,Close to never,Occasionally / Once in 10 years,Rarely / Once in 50 years,Occasionally / Once in 10 years,0,0,0,0,0,0,192,1038,20404,9066,5052,474,249.6,1349.4,26525.2,11785.8,6567.6,616.2,No,No,Yes,Yes,No,Do not know
104.28.30.105,Cyberbullying,"Cyberbullying is the act of bullying someone online, through repeated heinous messages on social platforms, diffamation and false accusations.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rarely / Once in 50 years,Close to never,Rarely / Once in 50 years,Occasionally / Once in 10 years,Occasionally / Once in 10 years,Sometimes / Once in 5 years,0,0,0,0,0,0,0,0,10000,5000,0,3028,0,0,13000,6500,0,3936.4,Yes,Yes,Yes,No,No,Do not know
109.145.151.87,Cyberbullying,Using online platforms to harass or cause distress to someone.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sometimes / Once in 5 years,Rarely / Once in 50 years,Rarely / Once in 50 years,Sometimes / Once in 5 years,Sometimes / Once in 5 years,Frequently / Once in 2 years,0,0,0,0,0,0,10055,19945,50000,20710,20601,25956,13071.5,25928.5,65000,26923,26781.3,33742.8,No,No,Yes,Yes,Yes,No
82.132.218.144,Cyberbullying,Bullying someone by phone or online eg on Facebook,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Frequently / Once in 2 years,Frequently / Once in 2 years,Occasionally / Once in 10 years,Sometimes / Once in 5 years,Frequently / Once in 2 years,Frequently / Once in 2 years,0,0,0,0,0,0,0,984,5352,44775,1394,3521,0,1279.2,6957.6,58207.5,1812.2,4577.3,No,Yes,Yes,Yes,Yes,Do not know
